A_count	T_count	G_count	C_count	Geneid	d11_KO_Lhx8	d11_KO_Stat3	d11_KO_Sub1	d13_KO_Ccnk	d13_KO_Dynll1	d13_KO_Ell3	d13_KO_Foxr1	d13_KO_Hes6	d13_KO_Kdm1b	d13_KO_Mef2b	d13_KO_Nobox	d13_KO_Noto	d13_KO_Sfr1	d13_KO_Tbpl2	d13_KO_Tcf25	d13_KO_Thap7	d13_KO_Ybx3	d11_WT	d13_WT
12	20	33	35	Nae1	293.825	305.185	294.43	173.16	308.565	169.85	170.8	166.41	173.55	146.075	212.965	160.665	160.9	268.36	186.765	193.345	186.68	237.995	179.15
13	24	23	40	D230025D16Rik	50.085	63.41	46.795	36.475	73.495	22.43	28.5	24.74	25.53	28.915	45.56	22.725	30.485	43.355	30.39	22.74	35.255	39.295	23.325
18	23	35	24	Edc4	58.935	67.64	68.465	122.635	100.07	117.09	149.8	121.425	119.64	143.94	76.76	121.455	142.725	78.015	142.59	96.68	84.43	78.13	144.185
16	22	24	38	Nrn1l	2.72	7.46	0	96.905	10.575	143.635	119.425	181.19	191.035	156.65	5.405	160.65	204.025	91.195	143.435	155.33	123.165	148.445	161.97
13	18	31	38	Cmtr2	7.375	7.78	7.845	12.7	10.96	10.62	12.02	9.97	8.985	11.65	7.755	10.055	13.495	11.415	13.33	12.165	8.775	6.815	11.895
15	15	44	26	Vac14	57.92	71.835	74.34	163.29	104.115	126.11	156.61	142.64	132.245	156.605	172.785	147.365	178.65	92.395	164.505	140.79	119.355	135.325	139.88
26	20	27	27	Aars	61.54	107.92	92.45	70.12	223.25	53.26	70.085	56.29	61.67	63.365	109.455	42.42	76.245	72.595	78.6	54.055	64.94	77.245	60.555
19	13	40	28	Rfwd3	56.27	94.715	68.575	24.31	85.05	13.04	19.34	14.955	17.285	15.105	46.575	13.59	18.235	57.43	21.58	18.985	33.095	34.21	15.915
9	7	45	39	Atmin	18.56	20.58	24.43	67.01	34.635	45.435	59.555	41.52	48.35	59.615	47.495	48.355	61.755	38.255	64.98	50.475	37.57	52.03	45.385
12	17	41	30	Plcg2	12.075	19.66	36.185	165.52	62.27	145.6	194.105	150	152.19	174.225	216.565	140.515	198.405	77.35	202.89	152.56	115.59	171.97	180.105
24	26	16	34	Slc38a8	0.955	1.815	3.88	77.395	2.4	87.7	121.81	103.32	103.105	114.19	0.785	82.21	114.6	21.015	119.32	81.23	69.62	37.43	99.72
27	16	36	21	Spg7	125.215	143.035	133.69	84.23	108.27	48.625	60.78	49.455	56.55	62.415	76.14	54.705	70.29	106.03	64.98	61.515	73.165	92.62	58.015
13	13	28	46	Chmp1a	94.55	90.41	97.36	170.91	139.555	126.425	144.945	134.86	143.135	148.905	115.905	135.655	162.625	117.25	188.235	142.5	117.435	142.22	138.015
11	25	21	43	Nup133	109.65	120.695	87.645	99.76	131.44	56.56	68.525	59.77	74.265	65.665	117.215	58.67	78.985	100.665	87.87	68.725	73.895	86.645	66.205
15	11	37	37	Ttc13	45.71	43.015	31.36	108.36	74.075	84.08	97.825	82.94	106	89.185	120.95	91.355	98.355	71.16	107.03	101.455	78.77	86.645	104.885
12	18	28	42	9230110C19Rik	40.14	47.38	50.01	44.84	87.055	74.785	75.73	78.42	72.125	73.685	96.735	66.99	78.36	44.855	73.335	71.64	64.39	54.225	70.89
10	23	38	29	Med17	98.38	108.625	121.345	188.335	120.925	206.04	211.205	205.53	197.54	206.835	98.8	178.075	200.885	158.925	210.735	198.075	164.165	194.18	201.785
21	31	28	20	Mbd3l2	0.825	0	0	0.49	0	2.005	1.06	2.22	2.925	1.625	0	0.98	1.805	0.525	0.575	0.65	0.85	0.95	1.735
25	19	31	25	Ppan	108.15	97.435	119.57	142.57	281.585	88.265	125.82	101.83	105.665	113.01	161.58	92.9	150.745	142.79	124.085	124.205	120.935	141.585	76.435
9	15	38	38	Kank2	23.025	30.13	21.455	7.23	39.835	4.265	8.375	4.985	5.365	6.375	22.64	7.96	6.435	15.73	4.635	6.54	18.375	12.62	4.98
25	9	41	25	Sept7	343.145	340.86	268.38	322.88	323.52	334.13	321.29	301.865	364.685	295.21	364.88	301.2	293.575	322.815	354.985	331.59	312.07	357.44	347.68
10	16	25	49	Nfrkb	37.78	52.695	41.205	44.06	59.695	24.74	38.7	26.33	33.35	34.055	55.395	38.575	38.275	31.52	39.755	27.495	28.185	36.81	28.84
19	16	28	37	Foxred1	172.345	202.835	132.865	46.185	116.605	27.19	26.08	21.26	31.84	22.585	77.555	31.875	32.055	120.5	34.415	36.87	74.74	70.265	30.69
12	10	41	37	Msantd2	35.82	41.73	34.04	19.72	63.555	11.96	14.995	9.15	15.67	10.935	29.33	21.61	15.985	29.61	15.225	16.135	17.65	25.69	11.28
13	17	32	38	Sc5d	30.34	40.535	22.585	40.65	50.885	35.56	43.175	35.86	39.965	34.96	30.515	41.155	41.88	34.495	39.76	32.97	33.19	47.665	37.61
4	16	54	26	Usp28	37.87	55.25	57.025	55.305	203.325	53.515	65.37	55.585	53.65	57.08	80.595	46.74	65.415	47.265	64.095	48.765	62.125	57.235	52
12	25	26	37	Dlat	82.015	85.84	74.12	85.71	80.595	69.78	74.945	67.935	67.395	73.75	97.585	72.565	67.035	86.865	75.965	78.33	78.735	85.76	78.35
13	14	38	35	Coro2b	2.995	2.57	5	71.885	3.655	96.3	113.775	110.29	84.855	122.05	10.085	71.995	129.69	19.66	115.905	83.385	66.06	40.79	89.9
15	15	29	41	Herc1	161.245	231.235	163.595	93.915	119.35	38.805	56.45	36.44	41.775	57.485	94.29	50.02	53.875	122.58	60.165	49.865	81.58	60.845	58.43
15	9	46	30	Usp3	93.84	95.055	75.91	43.04	63.6	33.54	38.995	39.495	33.68	35.49	40.32	27.92	32.155	58.675	38.94	29.72	57.135	34.305	26.27
12	18	35	35	Gtf2a2	296.99	227.11	181.455	116.03	135.06	125.485	120.77	124.045	151.97	101.625	159.615	147.95	101.465	235.535	112.615	152.49	150.185	183.465	136.565
15	10	35	40	Zfp280d	56.07	63.585	44.08	17.715	48.09	12.13	15.915	12.025	13.01	11.415	29.605	11.84	12.88	39.255	13.795	13	32.92	30.615	10.44
19	15	41	25	Fam214a	41.4	48.81	43.515	28.875	48.465	18.335	23.175	16.895	22.25	20.455	83.705	22.64	25.71	37.26	24.84	20.535	38.85	42.44	16.41
5	15	43	37	Topbp1	152.145	158.305	124.74	67.715	112.625	47.22	62.88	40.475	46.58	51.61	79.595	55.77	54.255	109.365	69.04	56.5	78.755	65.9	55.1
15	9	46	30	Dnajc13	75.55	86.925	87.115	44.79	81.885	34.925	49.155	34.34	38.21	42.31	54.965	39.645	45.505	64.17	51.28	39.935	49.815	43.18	46.295
21	29	22	28	Atp2c1	101.13	92.15	86.65	174.285	77.13	146.67	192.435	159.495	158.75	161.31	123.62	161.23	176.35	111.935	194.545	147.6	138.67	133.02	174.435
11	9	39	41	Dusp7	17.775	18.21	23.06	75.545	22.195	67.97	86.235	50.73	75.51	72.105	27.195	67.64	75.3	19.955	84.105	50.59	37.62	58.065	80.08
16	15	34	35	Apeh	38.11	47.635	97.085	285.45	42.81	314.78	347.575	310.145	298.09	365.455	43.855	292.31	342.85	153.84	353.72	296.93	217.155	248.325	324.635
28	24	30	18	Fbxw19	0	0	0	48.76	0.065	118.105	119.81	171.615	102.585	114.185	0	61.565	131.01	4.82	128.635	55.34	41.75	11.34	122.905
18	19	29	34	Scap	119.36	142.75	147.04	169.88	121.58	95.5	141.79	105.725	116.005	133.015	109.92	105.205	150.37	132.24	145.225	112.07	133.835	152.23	114.365
18	2	46	34	Setd2	228.5	336.815	284.05	111.355	141.11	62.045	71.305	53.18	69.995	69.045	117.335	75.35	76.365	158.61	83.73	66.06	117.93	95.09	75.915
7	15	32	46	Dync1li1	88.84	114.19	121.355	105.02	166.395	71.245	94.18	78.465	94.245	81.005	178.73	76.44	86.78	104.15	88.155	85	86.155	81.77	96.4
25	16	32	27	Zfp445	108.58	124.865	103.415	40.39	65.38	27.4	36.645	24.87	35.305	28.235	53.1	25.74	33.26	64.29	41.835	33.97	65.44	60.03	32.355
46	32	13	9	Nlrp4g	0.075	1.205	3.275	84.98	0.915	144.665	148.875	145.16	108.745	139.485	0.515	123.23	128.63	42	116.82	108.735	88.26	46.335	148.305
27	25	22	26	Tcstv3	0	0	0	0.09	0	2.44	2.395	1.845	1.6	0.665	0	0.885	2.81	0	0.355	1.745	1.375	0	4.37
26	23	24	27	Zfp352	0	0	0	0.04	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0
18	32	27	23	Rbm10	18.13	24.26	20.43	21.85	47.34	12.745	14.05	13.875	14.755	12.61	38.28	14.95	16.53	16.27	17.925	16.085	14.01	19.38	14.95
9	13	44	34	Slc9a6	100.55	99.735	84.175	87.005	66.9	44.85	63.96	40.87	63.01	52.985	193.085	58.795	55.94	95.805	63.955	57.445	59.795	91.525	64.265
12	17	38	33	Pdk3	248.64	259.44	198.42	319.51	155.38	231.39	228.395	231.025	247.315	245.515	208.655	239.08	262.11	285.845	284.395	283.015	230.85	302.885	264.46
16	16	37	31	Gnl3l	18.42	22.42	24.61	44.885	32.285	30.155	42.965	28.845	38.15	36.545	92.03	34.34	36.115	38.67	41.045	37.995	31.025	39.775	40.945
17	22	29	32	Ofd1	117.13	126.275	124.865	171.91	72.615	117.275	148.315	113.075	119.975	120.985	123.785	129.13	140.805	147.2	158.47	132.475	120.51	178.07	119.255
17	7	29	47	Lrp11	12.83	18.33	14.665	43.19	19.375	30.565	37.745	30.075	31.88	37.085	14.885	30.195	40.36	23.645	35.9	33.92	29.94	24.825	34.54
20	22	30	28	Gas2l3	1.91	5.455	5.225	5.82	8.24	5.795	5.875	4.175	5.885	5.765	8.26	6.18	7.51	7.205	7.84	4.995	6.12	6.055	5.665
10	11	54	25	Osbpl8	38.93	52.96	54.61	45.275	28.135	54.325	58.985	49.65	56.47	54.15	38.185	51.14	53.71	36.89	71.07	40.5	41.085	31.235	63.515
8	7	34	51	Ankrd52	23.27	27.78	33.035	98.15	22.95	73.085	104.845	67.785	73.88	97.385	57.99	83.97	102.665	38.63	125.245	69.395	60.91	56.07	108.59
16	16	27	41	Pfas	20.725	55.84	30.27	10.755	70.275	4.865	8.7	4.055	7.73	7.155	28.49	8.16	8.115	21.145	8.55	5.87	13.715	12.22	5.745
23	14	32	31	Ccdc55	55.08	64.115	62.905	75.47	102.695	55.105	79.73	59.43	68.825	63.835	96.965	52.33	71.025	68.35	77.855	63.19	58.44	73.05	54.38
11	22	21	46	Coro1b	189.41	225.365	226.235	144	252.925	111.345	124.325	106.4	122.895	127.065	232.665	112.075	133.02	172.155	138.42	156.41	158.58	190.585	106.215
28	4	60	8	Usp32	122.34	148.525	107.39	89.31	68.225	66.14	83.075	56.585	60.22	75.505	71.155	77.13	73.85	94.31	79.42	70.28	81.815	63.385	74.355
5	8	48	39	Coro1c	92	132.57	133.455	126.38	117.845	94.585	123.22	98.335	105.695	101.005	148.435	96.635	108.545	106.56	125.765	86.055	97.45	143.715	104.225
34	5	32	29	Akt3	70.26	75.935	55.32	83.615	78.845	64.79	87.96	65.165	69.42	70.125	110.625	76.23	76.205	70.115	86.26	66.79	74.35	71.94	74.815
8	7	38	47	Amfr	122.885	157.235	132.945	110.85	98.865	88.5	122.57	86.99	107.295	103.85	123.485	103.835	118.115	114.535	108.54	90.035	119.165	147.715	110.525
21	12	21	46	Hexdc	68.42	71.555	100.175	379.69	59.53	238.455	287.355	195.355	255.08	288.685	80.76	312.165	292.195	225.22	276.28	359.765	273.685	400.055	250.795
11	6	40	43	Arih1	66.245	87.425	62.875	55.92	84.525	56.155	64.035	52.995	57.89	54.42	58.38	51.895	62.39	64.755	70.53	50.28	53.66	67.93	56.955
33	24	24	19	Arih2	66.25	59.65	48.78	71.255	58.29	69.61	74.51	63.805	82.055	67.7	69.535	71.415	75.55	64.425	88.54	69.83	61.005	87.03	76.075
25	28	29	18	Ash2l	84.75	118.56	87.505	124.375	214.835	104.21	122.68	115.175	111.79	117.605	113.225	104.81	127.05	117.06	134.48	117.675	98.415	110.94	117.025
15	24	24	37	Banf1	585.005	598.095	633.735	462.83	441.74	465.85	370.21	449.32	454.41	409.795	411.68	516.735	424.43	593.76	401.1	548.59	495.71	506.975	471.49
9	8	49	34	Syt16	0.715	0.985	6.425	58.185	2.33	45.38	48.02	46.07	40.38	47.54	0.82	64.745	44.54	26.005	31.755	38.26	29.95	35.26	37.58
20	10	34	36	Bpnt1	82.245	102.4	71.695	62.54	79.715	50.475	56.055	46.98	51.385	49.83	127.31	57.38	47.65	66.355	42.95	55.695	69.73	65.195	54.425
8	12	39	41	C1ql1	56.55	140.655	81.855	24.705	128.035	18.82	18.4	14.3	26.045	23.74	65.315	17.715	20.89	54.495	19.92	17.89	20.215	11.86	15.515
15	19	33	33	Cfdp1	334.77	388.505	343.72	304.07	518.48	301.825	289.585	300.495	298.68	276.655	396.84	290.3	296.095	364.115	283.685	336.65	294.445	362.68	281.665
18	9	54	19	Klf6	244.56	230.87	205.19	30.435	126.83	14.2	45.09	20.11	76.01	29.34	148.845	49.51	33.615	129.855	10.735	38.41	156.365	280.755	11.595
18	14	39	29	Mtr	54.465	73.3	46.15	37.015	134.99	18.74	28.245	19.135	22.05	24.765	74.205	21.85	24.65	50.24	30.665	23.73	34.385	33.43	24.525
26	16	33	25	Def8	8.855	9.96	14.04	21.45	29.79	12.035	16.365	14.105	16.46	16.55	25.38	14.975	16.945	15.33	20.635	16.985	21.5	22.14	10.14
15	8	44	33	Dmtf1	50.99	45.42	35.9	45.44	64.875	46.705	51.42	41.885	41.28	38.895	56.19	39.96	50.725	38.03	55.805	42.745	53.225	44.24	44.21
16	15	43	26	Faim	100.78	86.065	78.05	102.595	93.815	106.91	106.15	108.345	102.98	95.395	94.355	114.475	92.415	121.68	109.355	110.775	115.75	90.705	118.79
26	24	30	20	Farsb	168.885	143.795	130.15	255.73	170.76	251.12	281.015	278.1	259.85	276.385	169.51	227.585	277.305	195.35	247.13	267.015	245.45	197.99	234.605
32	11	40	17	Fiz1	30.475	52.64	45.61	69.465	66.895	56.485	79.865	63.9	66.155	74.945	87.515	51.845	86.88	46.725	84.98	64.225	57.61	51.355	60.19
8	14	42	36	Fxr2	383.835	409.175	350.705	221.745	372	128.415	191.44	131.35	152.22	159.25	250.48	170.29	187.835	219.04	179.69	134.725	189.695	184.965	160.28
13	10	29	48	Tnpo1	48.125	81.12	63.425	31.255	80.465	26.28	33.08	26.595	30.43	28.97	48.895	28.385	31.135	52.49	32.405	27.215	30.255	37.48	30.795
18	24	34	24	G3bp2	126.31	134.135	187.155	954.895	162.48	1072.095	1250.675	1030.085	1057.255	1118.865	241.255	903.715	1086.155	428.58	1233.13	909.125	628.83	709.46	1241.39
11	28	23	38	Gtf2h2	143.805	119.31	121.95	77.82	95.22	75.775	77.715	81.6	64.315	74.05	92.065	67.085	65.64	98.455	81.235	73.31	85.895	98.875	74.565
17	10	39	34	Ogdhl	29.485	33.375	46.645	234.4	92.655	158.235	234.235	180.195	194.365	219.32	56.58	182.655	237.92	112.11	250.775	190.235	128.9	156.66	222.25
13	13	51	23	Hs2st1	29.24	39.455	32.55	20.58	47.81	15.57	19.165	14.375	17.605	16.16	25.59	15.885	19.84	33.84	16.09	16.925	23.105	24.035	17.965
26	23	19	32	Ccnb1ip1	71.075	53.245	56.215	34.82	54.32	24.305	23.645	19.99	25.475	16.615	69.235	24.93	28.925	56.165	24.995	33.21	31.29	52.05	26.52
20	11	33	36	Setdb2	122.265	152.885	117.785	40.93	87.1	19.63	22.54	20.04	24.75	17.725	43.215	21.745	22.945	79.835	24.125	24.75	46.425	27.885	20.365
23	11	23	43	Impdh1	24.05	43.04	30.42	49.72	63.065	30.43	32.455	30.625	26.75	36.59	18.58	25.035	37.76	33.5	36.96	30.575	25.765	35.545	27.58
17	20	36	27	Impdh2	21.58	19.55	22.59	25.805	32.255	21.635	21.225	13.32	16.25	22.295	28.48	21.055	18.125	26.455	24.255	25.745	20.96	36.76	23.515
11	16	21	52	Enox1	10.44	15.64	10.57	47.73	20.815	68.905	61.725	74.635	67.285	62.255	32.935	54.865	57.54	24.87	64.91	55.295	43.305	15.465	68.26
21	13	26	40	Jtb	146.26	143.525	151.485	165.575	140.425	175.815	150.7	169.72	179.49	163.95	203.185	195.18	162.365	202.94	149.14	208.625	178.83	253.61	167.105
15	13	26	46	Katna1	94.625	72.84	74.055	128.11	99.97	110.17	118.995	102.495	95.45	105.585	141.55	105.26	120.36	101.16	119.055	109.47	90.59	138.445	103.875
15	25	15	45	Erich5	3.745	1.985	5.895	39.54	2.47	50.92	48.035	54.815	53.27	44.085	7.115	33.46	51.865	13.18	51.265	39.78	34.96	9.84	47.005
23	24	24	29	Rspo2	0.31	2.39	8.68	117.005	8.51	194.265	203.2	207.57	169.975	177.22	0.39	138.335	183.34	32.78	199.55	117.795	83.64	49.2	183.115
20	13	41	26	Mta2	100.74	115.72	109.545	43.93	179.42	26.46	38.6	27.7	42.61	33.03	120.43	35.01	41.315	95.46	35.925	33.01	78.37	98.94	30.21
17	13	43	27	Esyt1	19.505	12.59	32.2	32.025	21.535	40.715	56.23	45.445	45.5	55.65	35.45	40.695	59.135	13.015	59.55	27.915	30.34	26.315	52.555
11	20	31	38	Nek4	46.065	39	41.385	38.595	32.655	34.57	37.58	33.34	36.535	34.525	44.88	37.79	36.405	39.155	43.31	40.77	37.475	34.01	30.92
9	14	36	41	Foxred2	6.425	5.235	7.215	27.28	14.865	24.455	29.565	24.275	22.5	26.735	7.68	29.075	30.91	11.095	31.83	22.745	19.09	13.69	25.79
21	11	35	33	A4galt	3.215	2.815	2.77	49.89	9.365	56.91	64.15	52.915	59.34	61.89	13.865	46.25	66.695	28.905	74.27	46.47	37.835	14.425	55.97
7	16	33	44	Pced1b	23.76	18.99	22.41	36.38	32.21	36.33	29.92	23.87	36.69	33.68	25.91	48.675	27.165	29.29	30.75	41.935	35.53	44.095	32.77
24	21	28	27	Nlrp5	28.98	2.905	64.92	3051.7	16.23	3479.125	3575.965	4245.465	2436.46	3428.925	90.37	2157.805	3337.97	612.915	3081.195	2305.735	701.77	445.815	3526.315
18	13	40	29	Pacsin2	72.515	93.78	113.305	241.185	125.42	220.875	283.23	235.93	243.82	246.04	126.26	205.215	259.34	149.145	279.44	217.62	188.14	188.74	248.29
11	21	28	40	Papss1	81.335	79.44	69.705	62.545	55.48	44.37	48.93	41.56	51.915	43.465	35.515	49.635	52.125	61.25	60.54	51.99	66.32	74.39	49.67
16	16	39	29	Pebp1	73.6	53.42	81.465	203.165	69.59	247.53	193.28	234.385	204.795	223.78	133.17	216.225	195.4	121.62	191.59	214.79	175.745	150.725	207.465
13	22	33	32	Pcbp1	412.525	408.47	474.525	331.09	454.855	414.02	407.555	388.415	441.49	387.26	390.665	373.34	374.795	403.935	358.665	381.46	370.42	530.155	416.15
8	17	32	43	Ccdc14	15.77	18.685	15.875	23.25	23.46	15.69	24.23	18.77	24.17	16.815	20.41	22.225	24.615	22.55	26.165	21.82	20.76	23.97	18.31
14	18	39	29	Pin1	54.085	72.72	64.5	14.12	63.54	11.515	12.305	10.28	16.685	9.15	51.12	15.465	11.27	48.64	12.255	14.21	25.73	34.685	11.77
23	29	25	23	Med24	54.08	74.81	83.31	77.155	140.12	43.525	54.55	45.265	48.2	53.53	117.35	49.255	59.695	70.435	58.54	57.01	53.915	86.925	46.12
18	11	33	38	Cib1	198.545	148.125	211.185	200.385	225.02	177.615	134.82	158.235	187.96	172.68	261.96	213.11	193.93	218.755	180.61	234.545	193.6	304.325	170.305
22	12	40	26	Dazap2	500.225	487.035	373.48	293.595	240.78	268.565	271.925	258.095	306.425	249.17	273.535	250.225	279.905	390.58	279.685	275.6	358.81	336.735	250.81
20	21	26	33	Psmc4	315.57	307.06	334.545	312.74	319.29	333.595	327.49	355.195	337.83	334.12	351.92	301.02	362.88	317.19	361.32	323.92	298.055	294.49	333.825
21	14	33	32	Psmd13	222.61	197.715	222.815	235.085	309.085	211.155	188.275	198.47	219.61	196.93	240.585	211.975	189.28	227.205	193.865	239.315	231.97	247.36	211.32
7	9	38	46	Twf2	24.11	21.51	28.885	23.71	71.595	20.6	24.375	27.085	30.1	20.04	32.225	22.435	34.03	23.79	23.645	24.42	29.17	27.845	19.84
13	5	53	29	Ptpn21	22.265	31.74	27.63	18.445	26.86	12.705	15.445	15.1	20.195	14.02	32	14.605	20.82	14.97	19.595	13.195	21.135	29.555	14.49
12	15	51	22	Tiam2	4.225	1.345	1.495	17.655	3.575	10.275	14.645	11.185	9.16	14.355	1.575	10.59	12.01	6.89	15.77	11.275	5.875	6.51	10.785
22	23	24	31	Pnldc1	37.11	42.89	40.935	96.37	120.935	89.215	81.6	97.2	83.94	87.965	69.53	101.9	99.03	53.035	95.32	96.81	67.945	45.18	83.45
2	33	5	60	Syngap1	125.175	139.605	136.11	28.775	67.64	9.22	14.635	6.97	12.625	9.545	39.815	23.675	13.81	58.67	13.81	11.235	63.695	23.345	10.26
16	24	27	33	Mdc1	274.52	400.62	295.54	163.51	182.72	115.52	156.735	104.435	114.085	147.4	173	137.93	143.33	206.715	156.21	115.9	168.79	105.735	138.515
26	17	30	27	Ik	495.39	469.955	413.9	412.635	332.7	327.92	420.375	384.945	357.86	362.66	367.325	292.235	401.28	399.02	453.25	366.49	365.555	353.145	326.065
25	16	32	27	Fsd1	22.575	20.145	29.075	16.155	120.95	18.36	17.945	22.945	15.465	22.295	23.365	17.63	18.085	30.525	26.695	30.225	21.39	22.26	22.3
15	22	23	40	Abce1	170.625	201.465	141.915	91.3	139.875	72.935	82.185	68.025	73.48	67.57	108.295	72.39	77.135	130.23	79.755	85.04	98.215	130.91	79.805
8	14	23	55	Fem1c	49.04	38.96	39.215	26.95	40.475	24.39	25.7	23.945	25.07	22.08	45.515	22.91	24.54	32.93	28.915	23.655	25.035	31.695	21.3
22	19	34	25	Mrps12	236.72	200.735	196.015	125.925	209.5	119.735	99.86	113.18	105.885	107.165	286.135	144.805	116.495	206.275	123.895	166.48	161.12	215.735	107.225
8	22	30	40	Slc6a7	0.155	0.03	0	124.435	2.06	252.235	295.7	262.085	221.295	262.82	0.29	165.23	235.42	36.615	265.715	139.68	98.825	42.675	239
22	9	44	25	Mex3c	129.62	99.075	112.19	92.74	61.57	65.275	75.065	61.23	96.64	72.04	111.09	75.27	84.565	88.73	83.695	75.11	106.595	130.025	73.045
16	31	33	20	Scamp3	111.55	101.15	143.915	123.14	141.38	108.39	116.675	117.955	99.855	120.44	212.005	110.43	117.025	121.575	98.84	109.84	129.005	152.295	104.275
20	9	54	17	Sh3bp2	9.855	12.03	29.27	208.835	10.6	102.475	146.255	126.66	152.375	131.305	26.53	106.805	165.07	42.955	145.81	111.35	69.03	87.56	101.575
16	21	26	37	Slc35a1	34.3	34.3	27.5	20.665	29.53	14.36	20.765	16.705	17.635	19.855	17.405	12.905	19.17	34.105	17.795	19.5	34.41	42.53	11.785
28	23	25	24	Smc1a	104.995	131.685	83.34	82.56	102.945	64.29	77.41	63.37	74.765	70.265	110.355	64.385	73.385	114.585	77.205	71.565	74.82	78.475	60.615
8	11	27	54	9930021J03Rik	85.475	70.985	70.03	34.69	56.96	20.65	24.11	17.745	22.01	21.82	39.77	26.74	24.11	45.75	24.765	25.105	43.915	27.71	25.025
13	10	37	40	Kif20b	40.955	54.485	36.17	22.655	56.335	14.595	17.125	15.92	18.795	14.335	34.725	15.535	15.735	35.785	16.565	17.36	22.335	23.655	14.635
19	16	35	30	Spry4	0.74	3.03	0.11	2.115	4.76	0.39	2.895	0.73	1.735	1.135	2.565	2.35	2.25	1.13	2.09	0.33	0.18	1.215	1.175
7	13	42	38	Dusp5	101.175	68.15	77.36	51.575	58.365	39	48	37.48	42.585	49.8	116.66	48.495	38.66	57.77	41.62	36.445	51.75	80.135	37.765
14	9	41	36	Vwa2	1.09	3.43	0.34	7.23	8.43	11.14	12.84	10.71	9	12.565	8.905	10.035	13.005	4.095	15.88	6.465	3.895	2.935	11.83
23	19	27	31	Sufu	20.6	27.275	21.92	22.075	18.595	20.915	28.395	24.745	22.66	25.33	25.79	24.39	28.08	17.705	23.47	14.79	18.35	14.12	19.875
24	9	40	27	Mpdu1	92.02	68.205	82.02	79.36	140.06	65.63	71.235	66.68	83.225	77.605	80.585	86.615	77.21	66.57	68.745	101.205	94.955	99.165	81.79
17	19	31	33	Taf7	142.17	99.595	91.92	69.815	137.76	93.065	80.775	83.045	96.32	76.9	114.19	80.81	75.065	116.17	83.02	98.75	97.495	112.37	91.09
18	15	39	28	Taf10	187.85	131.685	213.5	178.195	136.19	305.3	230.935	272.375	256.325	258.86	224.725	315.525	279.195	274.915	248.635	360.515	264.54	311.365	291.28
16	18	31	35	Klhl12	55.8	77.195	80.025	134.385	135.865	115.15	136.74	114.645	132.635	115.57	113.085	122.01	134.835	92.495	165.52	135.33	106.55	122.545	128.235
32	23	24	21	Gpr161	3.16	9.18	3.67	1.57	14.595	0.285	0.08	0.425	0.51	1.105	3.965	0.475	0.285	3.785	0.52	1.25	2.605	1.13	0.695
15	28	27	30	Tpra1	89.865	76.08	92.91	103.625	46.535	85.395	104.625	107.205	93.915	108.76	71.275	99.735	116.205	73.36	92.115	103.87	110.325	115.235	82.44
24	10	26	40	Rbck1	75.58	82.015	93.31	75.86	79.64	50.285	65.54	54.365	60.075	60.1	70.975	69.185	75.05	73.235	62.25	80.26	62.375	81.335	55.72
22	30	21	27	AA619741	0	0.71	0	8.09	0.09	28.07	33.94	22.58	24.695	27.905	0	20.41	23.425	2.14	25.34	13.51	10.34	2.155	27.975
27	29	19	25	Gpr1	0	0	0	6.255	0.335	12.295	18.21	21.22	12.075	14.765	0	3.73	15.92	0.37	15.1	7.82	4.67	3.54	11.445
18	11	41	30	Ubl3	143.805	192.87	121.02	78.145	90.7	46.545	59.435	45	54.04	51.615	86.575	46.05	52.59	120.685	51.525	50.66	82.26	80.81	50.18
14	16	34	36	Nelfa	62.145	84.775	92.455	124.56	129.985	83.205	105.815	91.805	83.98	100.695	123.005	83.795	114.205	97.12	103.245	106.725	99.09	113.17	80.635
12	21	33	34	Xrn2	141.925	181.245	155.145	64.47	290.115	39.385	55.03	38.675	64.6	43.58	135.785	47.705	46.11	120.27	51.795	56.215	81.595	99.26	44.855
22	5	46	27	Cers6	27.265	30.05	16.18	31.79	36.89	27.435	34.865	26.57	35.1	26.985	46.38	30.55	34.25	20.83	41.72	22.59	24.495	33.655	38.83
27	29	20	24	Pin1rt1	0.07	0.08	0.245	16.7	0.84	28.57	23.13	34.96	25.59	28.595	0.23	20.45	23.87	6.99	25.72	20.465	15.505	10.26	31.88
30	15	33	22	Wdr76	28.32	46.53	36.81	93.445	59.445	99.965	123.89	108.89	102.42	113.785	54.9	94.34	127.575	48.625	127.885	88.165	68.225	76.34	103.795
11	10	45	34	Lsm14b	300.99	359.59	383.595	1195	306.615	1293.675	1608.995	1280.545	1368.62	1336.45	478.51	1100.995	1522.09	602.46	1560.845	1041.255	834.34	811.435	1289.625
11	10	24	55	Klhl9	41.23	30.105	29.545	19.645	19.545	18.265	27.225	15.765	20.92	17.785	32.43	18.835	18.9	28.805	25.26	16.93	21.795	34.485	16.49
11	13	17	59	Rims3	21.79	34.52	30.32	281.83	53.035	144.075	180.89	159.12	165.37	184.895	72.54	171.545	208.44	102.985	207.585	157.455	119.855	112.735	143.405
11	16	50	23	Wasf2	51.18	92.555	84.445	143.535	85.655	90.85	127.865	91.08	105.115	117.115	97.94	109.815	119.79	81.325	139.39	98.88	86.765	123.54	104.115
